game_pk,home_team,away_team,home_flg,away_flg
744837,Washington Nationals,New York Mets,0,0
745728,New York Yankees,Cincinnati Reds,0,0
744915,Toronto Blue Jays,Houston Astros,1,0
747100,Atlanta Braves,San Francisco Giants,0,0
744998,Texas Rangers,San Diego Padres,0,0
746858,Chicago Cubs,Philadelphia Phillies,0,0
746283,Kansas City Royals,Tampa Bay Rays,0,1
745888,Minnesota Twins,Detroit Tigers,0,0
746534,Colorado Rockies,Milwaukee Brewers,0,1
745643,Oakland Athletics,Los Angeles Angels,0,0
746128,Los Angeles Dodgers,Arizona Diamondbacks,1,1
745234,Seattle Mariners,Baltimore Orioles,0,0
744834,Washington Nationals,New York Mets,0,0
745484,Pittsburgh Pirates,St. Louis Cardinals,0,0
745726,New York Yankees,Cincinnati Reds,0,0
744912,Toronto Blue Jays,Houston Astros,1,1
746619,Cleveland Guardians,Chicago White Sox,1,0
746043,Miami Marlins,Boston Red Sox,0,1
746857,Chicago Cubs,Philadelphia Phillies,0,1
744996,Texas Rangers,San Diego Padres,0,0
745641,Oakland Athletics,Los Angeles Angels,0,0
745236,Seattle Mariners,Baltimore Orioles,0,0
747103,Atlanta Braves,San Francisco Giants,1,0
746285,Kansas City Royals,Tampa Bay Rays,0,1
746532,Colorado Rockies,Milwaukee Brewers,1,0
746126,Los Angeles Dodgers,Arizona Diamondbacks,0,1
746859,Chicago Cubs,Los Angeles Angels,1,0
745479,Pittsburgh Pirates,New York Mets,0,0
744836,Washington Nationals,St. Louis Cardinals,1,0
745725,New York Yankees,Boston Red Sox,0,0
746693,Cincinnati Reds,Detroit Tigers,0,0
746620,Cleveland Guardians,San Francisco Giants,0,1
746046,Miami Marlins,Chicago White Sox,0,0
747097,Atlanta Braves,Philadelphia Phillies,0,0
744992,Texas Rangers,Tampa Bay Rays,0,0
746533,Colorado Rockies,Kansas City Royals,0,1
745884,Minnesota Twins,Houston Astros,0,0
745639,Oakland Athletics,Baltimore Orioles,1,1
745398,San Diego Padres,Arizona Diamondbacks,0,1
745237,Seattle Mariners,Toronto Blue Jays,0,0
746127,Los Angeles Dodgers,Milwaukee Brewers,1,0
745724,New York Yankees,Boston Red Sox,1,0
745885,Minnesota Twins,Houston Astros,1,0
746856,Chicago Cubs,Los Angeles Angels,0,1
745476,Pittsburgh Pirates,New York Mets,0,0
744835,Washington Nationals,St. Louis Cardinals,1,0
744995,Texas Rangers,Tampa Bay Rays,0,0
745642,Oakland Athletics,Baltimore Orioles,1,0
746694,Cincinnati Reds,Detroit Tigers,0,0
746615,Cleveland Guardians,San Francisco Giants,1,0
745235,Seattle Mariners,Toronto Blue Jays,0,0
746044,Miami Marlins,Chicago White Sox,0,1
747099,Atlanta Braves,Philadelphia Phillies,1,0
746129,Los Angeles Dodgers,Milwaukee Brewers,1,1
746529,Colorado Rockies,Kansas City Royals,0,0
745395,San Diego Padres,Arizona Diamondbacks,1,0
745477,Pittsburgh Pirates,New York Mets,0,0
744832,Washington Nationals,St. Louis Cardinals,0,0
747098,Atlanta Braves,Philadelphia Phillies,0,0
746691,Cincinnati Reds,Detroit Tigers,0,0
746616,Cleveland Guardians,San Francisco Giants,0,0
746039,Miami Marlins,Chicago White Sox,0,0
745883,Minnesota Twins,Houston Astros,0,0
746855,Chicago Cubs,Los Angeles Angels,0,0
744993,Texas Rangers,Tampa Bay Rays,1,0
746530,Colorado Rockies,Kansas City Royals,0,0
745637,Oakland Athletics,Baltimore Orioles,0,1
745391,San Diego Padres,Arizona Diamondbacks,1,1
745233,Seattle Mariners,Toronto Blue Jays,0,0
746122,Los Angeles Dodgers,Milwaukee Brewers,0,0
745723,New York Yankees,Boston Red Sox,0,0
745480,Pittsburgh Pirates,New York Mets,0,0
744833,Washington Nationals,St. Louis Cardinals,0,0
746455,Detroit Tigers,Cleveland Guardians,0,0
746692,Cincinnati Reds,Colorado Rockies,0,0
746771,Chicago White Sox,Minnesota Twins,0,1
746208,Los Angeles Angels,Texas Rangers,0,1
747181,Arizona Diamondbacks,Atlanta Braves,0,1
747014,Baltimore Orioles,Chicago Cubs,0,1
746451,Detroit Tigers,Cleveland Guardians,0,1
745557,Philadelphia Phillies,Los Angeles Dodgers,0,0
745074,Tampa Bay Rays,New York Yankees,1,1
746690,Cincinnati Reds,Colorado Rockies,0,0
745803,New York Mets,Washington Nationals,0,0
746937,Boston Red Sox,Oakland Athletics,1,1
746368,Houston Astros,Miami Marlins,0,1
745968,Milwaukee Brewers,Pittsburgh Pirates,0,0
746206,Los Angeles Angels,Texas Rangers,0,1
745393,San Diego Padres,Seattle Mariners,0,1
747180,Arizona Diamondbacks,Atlanta Braves,0,0
745316,San Francisco Giants,Toronto Blue Jays,0,0
745155,St. Louis Cardinals,Kansas City Royals,0,0
745156,St. Louis Cardinals,Kansas City Royals,0,0
746772,Chicago White Sox,Minnesota Twins,0,0
746773,Chicago White Sox,Minnesota Twins,0,0
747015,Baltimore Orioles,Chicago Cubs,0,0
746453,Detroit Tigers,Cleveland Guardians,1,0
745394,San Diego Padres,Seattle Mariners,0,0
745069,Tampa Bay Rays,New York Yankees,0,0
745556,Philadelphia Phillies,Los Angeles Dodgers,1,0
746689,Cincinnati Reds,Colorado Rockies,0,0
745796,New York Mets,Washington Nationals,1,0
746934,Boston Red Sox,Oakland Athletics,0,0
746366,Houston Astros,Miami Marlins,1,0
745969,Milwaukee Brewers,Pittsburgh Pirates,1,0
746205,Los Angeles Angels,Texas Rangers,0,0
747179,Arizona Diamondbacks,Atlanta Braves,0,0
745318,San Francisco Giants,Toronto Blue Jays,1,0
746688,Cincinnati Reds,Colorado Rockies,0,0
746452,Detroit Tigers,Cleveland Guardians,1,0
745799,New York Mets,Washington Nationals,0,0
745967,Milwaukee Brewers,Pittsburgh Pirates,0,0
745313,San Francisco Giants,Toronto Blue Jays,1,1
745558,Philadelphia Phillies,Los Angeles Dodgers,1,0
747011,Baltimore Orioles,Chicago Cubs,0,0
745065,Tampa Bay Rays,New York Yankees,1,0
746935,Boston Red Sox,Oakland Athletics,1,0
746367,Houston Astros,Miami Marlins,1,1
746204,Los Angeles Angels,Seattle Mariners,0,1
747178,Arizona Diamondbacks,Atlanta Braves,0,0
746450,Detroit Tigers,Los Angeles Dodgers,1,0
745552,Philadelphia Phillies,Oakland Athletics,0,0
745064,Tampa Bay Rays,Cleveland Guardians,0,0
747012,Baltimore Orioles,New York Yankees,0,0
746936,Boston Red Sox,Kansas City Royals,0,1
745800,New York Mets,Colorado Rockies,0,0
746685,Cincinnati Reds,Miami Marlins,1,0
746371,Houston Astros,Texas Rangers,0,0
746774,Chicago White Sox,Pittsburgh Pirates,0,0
745965,Milwaukee Brewers,Washington Nationals,0,1
745153,St. Louis Cardinals,Chicago Cubs,0,0
746207,Los Angeles Angels,Seattle Mariners,1,1
747175,Arizona Diamondbacks,Toronto Blue Jays,0,0
745390,San Diego Padres,Atlanta Braves,0,0
745312,San Francisco Giants,Minnesota Twins,1,0
746447,Detroit Tigers,Los Angeles Dodgers,0,1
746766,Chicago White Sox,Pittsburgh Pirates,0,1
745152,St. Louis Cardinals,Chicago Cubs,1,1
745175,St. Louis Cardinals,Chicago Cubs,1,0
745549,Philadelphia Phillies,Oakland Athletics,0,0
747013,Baltimore Orioles,New York Yankees,0,1
746930,Boston Red Sox,Kansas City Royals,0,0
745798,New York Mets,Colorado Rockies,0,0
745067,Tampa Bay Rays,Cleveland Guardians,0,0
746369,Houston Astros,Texas Rangers,1,1
746687,Cincinnati Reds,Miami Marlins,0,0
745963,Milwaukee Brewers,Washington Nationals,1,0
745311,San Francisco Giants,Minnesota Twins,0,0
745392,San Diego Padres,Atlanta Braves,0,0
746202,Los Angeles Angels,Seattle Mariners,0,1
747177,Arizona Diamondbacks,Toronto Blue Jays,1,0
747009,Baltimore Orioles,New York Yankees,0,0
746932,Boston Red Sox,Kansas City Royals,1,1
745551,Philadelphia Phillies,Oakland Athletics,1,0
746449,Detroit Tigers,Los Angeles Dodgers,0,1
745797,New York Mets,Colorado Rockies,0,1
745066,Tampa Bay Rays,Cleveland Guardians,0,0
746686,Cincinnati Reds,Miami Marlins,0,0
746370,Houston Astros,Texas Rangers,0,1
746769,Chicago White Sox,Pittsburgh Pirates,1,0
745962,Milwaukee Brewers,Washington Nationals,1,0
745151,St. Louis Cardinals,Chicago Cubs,0,0
745314,San Francisco Giants,Minnesota Twins,0,0
746201,Los Angeles Angels,Seattle Mariners,0,0
747176,Arizona Diamondbacks,Toronto Blue Jays,0,0
745385,San Diego Padres,Atlanta Braves,1,0
746854,Chicago Cubs,Arizona Diamondbacks,0,0
745481,Pittsburgh Pirates,Philadelphia Phillies,1,1
744829,Washington Nationals,Cincinnati Reds,0,0
745721,New York Yankees,Tampa Bay Rays,0,0
744911,Toronto Blue Jays,Detroit Tigers,0,0
746618,Cleveland Guardians,San Diego Padres,0,0
746040,Miami Marlins,New York Mets,0,0
744990,Texas Rangers,Baltimore Orioles,0,1
746284,Kansas City Royals,Chicago White Sox,1,0
746531,Colorado Rockies,San Francisco Giants,0,0
745640,Oakland Athletics,Los Angeles Angels,0,0
746123,Los Angeles Dodgers,Boston Red Sox,0,0
745228,Seattle Mariners,Houston Astros,0,0
745720,New York Yankees,Tampa Bay Rays,0,0
747093,Atlanta Braves,St. Louis Cardinals,0,0
747096,Atlanta Braves,St. Louis Cardinals,1,1
744910,Toronto Blue Jays,Detroit Tigers,0,0
745638,Oakland Athletics,Los Angeles Angels,1,0
746041,Miami Marlins,New York Mets,0,0
745478,Pittsburgh Pirates,Philadelphia Phillies,0,0
744830,Washington Nationals,Cincinnati Reds,1,1
744994,Texas Rangers,Baltimore Orioles,0,0
746613,Cleveland Guardians,San Diego Padres,0,0
746286,Kansas City Royals,Chicago White Sox,1,0
745880,Minnesota Twins,Milwaukee Brewers,0,0
746852,Chicago Cubs,Arizona Diamondbacks,0,0
746121,Los Angeles Dodgers,Boston Red Sox,0,0
746527,Colorado Rockies,San Francisco Giants,1,0
745229,Seattle Mariners,Houston Astros,0,0
745882,Minnesota Twins,Milwaukee Brewers,0,0
744831,Washington Nationals,Cincinnati Reds,0,0
745470,Pittsburgh Pirates,Philadelphia Phillies,0,0
747094,Atlanta Braves,St. Louis Cardinals,0,0
745722,New York Yankees,Tampa Bay Rays,0,1
744909,Toronto Blue Jays,Detroit Tigers,1,0
746610,Cleveland Guardians,San Diego Padres,0,0
746042,Miami Marlins,New York Mets,0,0
746287,Kansas City Royals,Chicago White Sox,0,0
746853,Chicago Cubs,Arizona Diamondbacks,0,0
744991,Texas Rangers,Baltimore Orioles,0,0
746528,Colorado Rockies,San Francisco Giants,0,1
745633,Oakland Athletics,Los Angeles Angels,0,0
745230,Seattle Mariners,Houston Astros,0,0
746125,Los Angeles Dodgers,Boston Red Sox,1,1
745717,New York Yankees,Tampa Bay Rays,0,0
746612,Cleveland Guardians,Detroit Tigers,0,1
745473,Pittsburgh Pirates,St. Louis Cardinals,0,0
746034,Miami Marlins,New York Mets,0,0
747095,Atlanta Braves,Cincinnati Reds,0,1
745881,Minnesota Twins,Philadelphia Phillies,0,1
744988,Texas Rangers,Chicago White Sox,0,1
746850,Chicago Cubs,Milwaukee Brewers,0,0
746280,Kansas City Royals,Arizona Diamondbacks,0,0
746526,Colorado Rockies,Boston Red Sox,0,0
745635,Oakland Athletics,Houston Astros,0,0
745232,Seattle Mariners,Los Angeles Angels,1,0
746124,Los Angeles Dodgers,San Francisco Giants,0,0
746614,Cleveland Guardians,Detroit Tigers,0,0
745475,Pittsburgh Pirates,St. Louis Cardinals,0,0
746036,Miami Marlins,Baltimore Orioles,0,1
744828,Washington Nationals,San Diego Padres,0,0
745715,New York Yankees,New York Mets,0,0
744904,Toronto Blue Jays,Tampa Bay Rays,0,0
745878,Minnesota Twins,Philadelphia Phillies,0,0
744985,Texas Rangers,Chicago White Sox,1,0
746848,Chicago Cubs,Milwaukee Brewers,0,0
746281,Kansas City Royals,Arizona Diamondbacks,1,1
746524,Colorado Rockies,Boston Red Sox,0,1
745632,Oakland Athletics,Houston Astros,1,0
745227,Seattle Mariners,Los Angeles Angels,0,0
746118,Los Angeles Dodgers,San Francisco Giants,1,0
747091,Atlanta Braves,Cincinnati Reds,1,1
745472,Pittsburgh Pirates,St. Louis Cardinals,0,0
745877,Minnesota Twins,Philadelphia Phillies,0,0
746851,Chicago Cubs,Milwaukee Brewers,1,1
746525,Colorado Rockies,Boston Red Sox,1,0
745634,Oakland Athletics,Houston Astros,1,1
745231,Seattle Mariners,Los Angeles Angels,0,0
746611,Cleveland Guardians,Detroit Tigers,0,1
746035,Miami Marlins,Baltimore Orioles,0,0
744824,Washington Nationals,San Diego Padres,1,0
745716,New York Yankees,New York Mets,1,0
744905,Toronto Blue Jays,Tampa Bay Rays,1,0
744989,Texas Rangers,Chicago White Sox,1,0
746279,Kansas City Royals,Arizona Diamondbacks,0,0
746119,Los Angeles Dodgers,San Francisco Giants,1,0
744827,Washington Nationals,San Diego Padres,0,1
746037,Miami Marlins,Baltimore Orioles,0,1
746609,Cleveland Guardians,Detroit Tigers,0,0
744984,Texas Rangers,Chicago White Sox,0,0
744907,Toronto Blue Jays,Tampa Bay Rays,0,1
746117,Los Angeles Dodgers,San Francisco Giants,0,0
745794,New York Mets,Atlanta Braves,0,0
746199,Los Angeles Angels,Oakland Athletics,0,1
746448,Detroit Tigers,Minnesota Twins,0,1
745554,Philadelphia Phillies,Cleveland Guardians,0,1
745068,Tampa Bay Rays,Cincinnati Reds,0,1
747010,Baltimore Orioles,San Diego Padres,0,0
744906,Toronto Blue Jays,Texas Rangers,1,1
745792,New York Mets,Atlanta Braves,0,0
746933,Boston Red Sox,New York Yankees,1,0
746277,Kansas City Royals,Chicago Cubs,0,0
746361,Houston Astros,Los Angeles Dodgers,0,0
746767,Chicago White Sox,Seattle Mariners,0,1
745964,Milwaukee Brewers,Miami Marlins,0,1
745146,St. Louis Cardinals,Washington Nationals,0,0
746200,Los Angeles Angels,Oakland Athletics,1,0
747174,Arizona Diamondbacks,Pittsburgh Pirates,0,1
745315,San Francisco Giants,Colorado Rockies,1,0
744908,Toronto Blue Jays,Texas Rangers,1,1
747006,Baltimore Orioles,San Diego Padres,0,0
745059,Tampa Bay Rays,Cincinnati Reds,0,0
745793,New York Mets,Atlanta Braves,0,0
745553,Philadelphia Phillies,Cleveland Guardians,0,0
746446,Detroit Tigers,Minnesota Twins,1,1
745307,San Francisco Giants,Colorado Rockies,0,0
745310,San Francisco Giants,Colorado Rockies,1,0
746278,Kansas City Royals,Chicago Cubs,0,1
746362,Houston Astros,Los Angeles Dodgers,0,0
745966,Milwaukee Brewers,Miami Marlins,0,0
745150,St. Louis Cardinals,Washington Nationals,0,0
746768,Chicago White Sox,Seattle Mariners,0,0
746931,Boston Red Sox,New York Yankees,1,1
747171,Arizona Diamondbacks,Pittsburgh Pirates,1,1
746203,Los Angeles Angels,Oakland Athletics,0,1
745063,Tampa Bay Rays,Cincinnati Reds,0,0
747008,Baltimore Orioles,San Diego Padres,0,0
745550,Philadelphia Phillies,Cleveland Guardians,1,0
744902,Toronto Blue Jays,Texas Rangers,1,0
746445,Detroit Tigers,Minnesota Twins,0,0
745795,New York Mets,Atlanta Braves,0,0
746274,Kansas City Royals,Chicago Cubs,1,0
746364,Houston Astros,Los Angeles Dodgers,0,0
746770,Chicago White Sox,Seattle Mariners,0,1
745961,Milwaukee Brewers,Miami Marlins,1,1
745145,St. Louis Cardinals,Washington Nationals,1,0
745305,San Francisco Giants,Colorado Rockies,1,0
746195,Los Angeles Angels,Oakland Athletics,0,0
747173,Arizona Diamondbacks,Pittsburgh Pirates,0,0
746929,Boston Red Sox,New York Yankees,0,1
747007,Baltimore Orioles,Toronto Blue Jays,1,0
747039,Baltimore Orioles,Toronto Blue Jays,1,1
746444,Detroit Tigers,Cleveland Guardians,0,1
745547,Philadelphia Phillies,New York Yankees,0,1
746684,Cincinnati Reds,Chicago Cubs,0,0
746928,Boston Red Sox,Seattle Mariners,0,0
745791,New York Mets,Minnesota Twins,0,1
745147,St. Louis Cardinals,Texas Rangers,0,0
746360,Houston Astros,Pittsburgh Pirates,0,0
746765,Chicago White Sox,Kansas City Royals,1,0
745959,Milwaukee Brewers,Atlanta Braves,0,0
747172,Arizona Diamondbacks,Washington Nationals,0,1
746441,Detroit Tigers,Cleveland Guardians,0,0
747005,Baltimore Orioles,Toronto Blue Jays,1,0
745546,Philadelphia Phillies,New York Yankees,1,1
745060,Tampa Bay Rays,Miami Marlins,0,1
746683,Cincinnati Reds,Chicago Cubs,1,0
746926,Boston Red Sox,Seattle Mariners,0,1
745787,New York Mets,Minnesota Twins,0,0
745149,St. Louis Cardinals,Texas Rangers,1,0
746365,Houston Astros,Pittsburgh Pirates,0,0
746763,Chicago White Sox,Kansas City Royals,1,0
745958,Milwaukee Brewers,Atlanta Braves,0,0
746197,Los Angeles Angels,Colorado Rockies,1,1
747167,Arizona Diamondbacks,Washington Nationals,1,0
745389,San Diego Padres,Los Angeles Dodgers,0,1
745309,San Francisco Giants,Oakland Athletics,0,0
745061,Tampa Bay Rays,Miami Marlins,1,0
747003,Baltimore Orioles,Toronto Blue Jays,1,0
745543,Philadelphia Phillies,New York Yankees,0,0
745789,New York Mets,Minnesota Twins,0,0
746764,Chicago White Sox,Kansas City Royals,0,1
745960,Milwaukee Brewers,Atlanta Braves,1,0
745148,St. Louis Cardinals,Texas Rangers,0,0
747170,Arizona Diamondbacks,Washington Nationals,0,0
746925,Boston Red Sox,Seattle Mariners,1,0
746678,Cincinnati Reds,Chicago Cubs,0,0
746363,Houston Astros,Pittsburgh Pirates,0,0
745386,San Diego Padres,Los Angeles Dodgers,0,0
746198,Los Angeles Angels,Colorado Rockies,0,1
745306,San Francisco Giants,Oakland Athletics,0,0
746607,Cleveland Guardians,Baltimore Orioles,1,1
746442,Detroit Tigers,Kansas City Royals,0,1
747092,Atlanta Braves,Miami Marlins,1,0
746849,Chicago Cubs,St. Louis Cardinals,0,1
746196,Los Angeles Angels,Colorado Rockies,0,0
746845,Chicago Cubs,St. Louis Cardinals,0,0
746443,Detroit Tigers,Kansas City Royals,1,0
745471,Pittsburgh Pirates,Arizona Diamondbacks,0,1
744825,Washington Nationals,Milwaukee Brewers,0,0
745719,New York Yankees,Toronto Blue Jays,1,1
746605,Cleveland Guardians,Baltimore Orioles,0,0
746679,Cincinnati Reds,San Francisco Giants,0,0
747089,Atlanta Braves,Miami Marlins,0,1
744986,Texas Rangers,Boston Red Sox,1,0
746354,Houston Astros,Tampa Bay Rays,0,1
745875,Minnesota Twins,Chicago White Sox,1,0
746193,Los Angeles Angels,New York Mets,0,0
745631,Oakland Athletics,Los Angeles Dodgers,0,1
745387,San Diego Padres,Colorado Rockies,0,0
745224,Seattle Mariners,Philadelphia Phillies,1,0
745714,New York Yankees,Toronto Blue Jays,1,1
746846,Chicago Cubs,St. Louis Cardinals,1,1
744823,Washington Nationals,Milwaukee Brewers,1,0
746440,Detroit Tigers,Kansas City Royals,0,0
745474,Pittsburgh Pirates,Arizona Diamondbacks,0,0
744987,Texas Rangers,Boston Red Sox,0,1
745876,Minnesota Twins,Chicago White Sox,0,0
746608,Cleveland Guardians,Baltimore Orioles,0,0
746681,Cincinnati Reds,San Francisco Giants,0,0
746358,Houston Astros,Tampa Bay Rays,0,0
747087,Atlanta Braves,Miami Marlins,1,0
745388,San Diego Padres,Colorado Rockies,0,0
745636,Oakland Athletics,Los Angeles Dodgers,0,0
746194,Los Angeles Angels,New York Mets,1,0
745225,Seattle Mariners,Philadelphia Phillies,0,1
746680,Cincinnati Reds,San Francisco Giants,0,0
745468,Pittsburgh Pirates,Arizona Diamondbacks,1,0
747088,Atlanta Braves,Miami Marlins,0,0
745718,New York Yankees,Toronto Blue Jays,0,0
744826,Washington Nationals,Milwaukee Brewers,1,0
746606,Cleveland Guardians,Baltimore Orioles,0,1
746439,Detroit Tigers,Kansas City Royals,0,0
746356,Houston Astros,Tampa Bay Rays,0,0
745879,Minnesota Twins,Chicago White Sox,1,0
744979,Texas Rangers,Boston Red Sox,1,0
746191,Los Angeles Angels,New York Mets,0,0
745627,Oakland Athletics,Los Angeles Dodgers,1,1
745384,San Diego Padres,Colorado Rockies,0,0
745222,Seattle Mariners,Philadelphia Phillies,0,1
746844,Chicago Cubs,St. Louis Cardinals,0,0
745184,St. Louis Cardinals,New York Mets,0,0
746600,Cleveland Guardians,Arizona Diamondbacks,1,1
746038,Miami Marlins,Cincinnati Reds,0,1
744821,Washington Nationals,San Francisco Giants,0,1
744982,Texas Rangers,Houston Astros,0,0
746847,Chicago Cubs,Minnesota Twins,0,0
746276,Kansas City Royals,Boston Red Sox,0,0
745628,Oakland Athletics,Chicago White Sox,1,0
746116,Los Angeles Dodgers,Philadelphia Phillies,0,0
745467,Pittsburgh Pirates,San Diego Padres,0,0
746033,Miami Marlins,Cincinnati Reds,0,0
744817,Washington Nationals,San Francisco Giants,0,1
744901,Toronto Blue Jays,Baltimore Orioles,0,0
747086,Atlanta Braves,Milwaukee Brewers,0,1
745141,St. Louis Cardinals,Tampa Bay Rays,0,1
744983,Texas Rangers,Houston Astros,0,0
746840,Chicago Cubs,Minnesota Twins,1,0
746273,Kansas City Royals,Boston Red Sox,1,0
746519,Colorado Rockies,New York Mets,0,0
745221,Seattle Mariners,Detroit Tigers,0,0
745629,Oakland Athletics,Chicago White Sox,0,0
746120,Los Angeles Dodgers,Philadelphia Phillies,0,0
746604,Cleveland Guardians,Arizona Diamondbacks,0,0
746602,Cleveland Guardians,Arizona Diamondbacks,0,0
746842,Chicago Cubs,Minnesota Twins,1,1
744981,Texas Rangers,Houston Astros,0,1
745630,Oakland Athletics,Chicago White Sox,0,0
745709,New York Yankees,Los Angeles Angels,1,0
745713,New York Yankees,Los Angeles Angels,0,0
745469,Pittsburgh Pirates,San Diego Padres,1,0
746031,Miami Marlins,Cincinnati Reds,1,0
